Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Have you ever vaped?,Do you have any form of social media?,Approximately how much time do you spend on social media per day?
11312200048,252912708,01/30/2020 04:49:14 PM,01/30/2020 04:49:24 PM,,,,,,No,Yes,2 hours
11312172625,252912708,01/30/2020 04:28:57 PM,01/30/2020 04:29:21 PM,,,,,,No,No,I don't spend any time on social media.
11312163765,252912708,01/30/2020 04:22:54 PM,01/30/2020 04:23:07 PM,,,,,,No,Yes,2 hours
11312156522,252912708,01/30/2020 04:17:21 PM,01/30/2020 04:17:57 PM,,,,,,No,Yes,2 hours
11312144892,252912708,01/30/2020 04:09:51 PM,01/30/2020 04:10:04 PM,,,,,,No,Yes,1 hour
11312099239,252912708,01/30/2020 03:38:37 PM,01/30/2020 03:39:04 PM,,,,,,No,Yes,1 hour
11312061505,252912708,01/30/2020 03:13:13 PM,01/30/2020 03:13:35 PM,,,,,,No,Yes,4 hours or more
11312035607,252912708,01/30/2020 02:55:51 PM,01/30/2020 02:56:20 PM,,,,,,No,Yes,I don't spend any time on social media.
11312034582,252912708,01/30/2020 02:55:25 PM,01/30/2020 02:55:41 PM,,,,,,No,Yes,2 hours
11312034432,252912708,01/30/2020 02:55:17 PM,01/30/2020 02:55:34 PM,,,,,,Yes,Yes,3 hours
11312021393,252912708,01/30/2020 02:46:47 PM,01/30/2020 02:47:09 PM,,,,,,No,Yes,4 hours or more
11311962855,252912708,01/30/2020 02:09:13 PM,01/30/2020 02:09:28 PM,,,,,,No,Yes,4 hours or more
11311929706,252912708,01/30/2020 01:48:21 PM,01/30/2020 01:48:34 PM,,,,,,No,Yes,2 hours
11311922082,252912708,01/30/2020 01:43:20 PM,01/30/2020 01:43:48 PM,,,,,,No,Yes,3 hours
11311921990,252912708,01/30/2020 01:43:12 PM,01/30/2020 01:43:44 PM,,,,,,No,Yes,2 hours
11311917527,252912708,01/30/2020 01:40:22 PM,01/30/2020 01:41:04 PM,,,,,,Yes,Yes,4 hours or more
11311896691,252912708,01/30/2020 01:28:16 PM,01/30/2020 01:28:30 PM,,,,,,Yes,Yes,3 hours
11311880676,252912708,01/30/2020 01:18:21 PM,01/30/2020 01:18:58 PM,,,,,,No,Yes,2 hours
11311861890,252912708,01/30/2020 01:08:04 PM,01/30/2020 01:08:16 PM,,,,,,No,Yes,4 hours or more
11311854002,252912708,01/30/2020 01:03:35 PM,01/30/2020 01:03:50 PM,,,,,,No,Yes,1 hour
11311838752,252912708,01/30/2020 12:55:15 PM,01/30/2020 12:55:28 PM,,,,,,No,Yes,4 hours or more
11311834720,252912708,01/30/2020 12:53:01 PM,01/30/2020 12:53:21 PM,,,,,,No,Yes,1 hour
11311828631,252912708,01/30/2020 12:49:55 PM,01/30/2020 12:50:08 PM,,,,,,No,Yes,1 hour
11311813515,252912708,01/30/2020 12:41:22 PM,01/30/2020 12:42:13 PM,,,,,,No,Yes,1 hour
11311794108,252912708,01/30/2020 12:32:25 PM,01/30/2020 12:32:43 PM,,,,,,No,Yes,2 hours
11311760834,252912708,01/30/2020 12:15:42 PM,01/30/2020 12:16:46 PM,,,,,,No,No,I don't spend any time on social media.
11311685440,252912708,01/30/2020 11:42:53 AM,01/30/2020 11:43:22 AM,,,,,,Yes,Yes,2 hours
11311685090,252912708,01/30/2020 11:42:51 AM,01/30/2020 11:43:14 AM,,,,,,Yes,Yes,2 hours
11311642997,252912708,01/30/2020 11:25:33 AM,01/30/2020 11:25:46 AM,,,,,,No,Yes,4 hours or more
11311623807,252912708,01/30/2020 11:17:34 AM,01/30/2020 11:18:07 AM,,,,,,No,Yes,3 hours
11311620702,252912708,01/30/2020 11:16:40 AM,01/30/2020 11:16:53 AM,,,,,,No,Yes,4 hours or more
11311591624,252912708,01/30/2020 11:04:50 AM,01/30/2020 11:05:11 AM,,,,,,No,Yes,2 hours
11311582815,252912708,01/30/2020 11:01:23 AM,01/30/2020 11:01:39 AM,,,,,,No,Yes,2 hours
11311572386,252912708,01/30/2020 10:56:46 AM,01/30/2020 10:57:30 AM,,,,,,No,Yes,2 hours
11311543113,252912708,01/30/2020 10:45:31 AM,01/30/2020 10:45:51 AM,,,,,,No,No,4 hours or more
11311537272,252912708,01/30/2020 10:43:12 AM,01/30/2020 10:43:34 AM,,,,,,Yes,Yes,4 hours or more
11311512862,252912708,01/30/2020 10:33:51 AM,01/30/2020 10:34:08 AM,,,,,,No,Yes,4 hours or more
11311506122,252912708,01/30/2020 10:31:11 AM,01/30/2020 10:31:29 AM,,,,,,No,Yes,2 hours
11311500229,252912708,01/30/2020 10:28:57 AM,01/30/2020 10:29:07 AM,,,,,,No,Yes,3 hours
11311497243,252912708,01/30/2020 10:27:34 AM,01/30/2020 10:27:55 AM,,,,,,Yes,Yes,3 hours
11311485352,252912708,01/30/2020 10:22:35 AM,01/30/2020 10:23:14 AM,,,,,,No,Yes,4 hours or more
11311481328,252912708,01/30/2020 10:21:29 AM,01/30/2020 10:21:39 AM,,,,,,No,Yes,4 hours or more
11311472880,252912708,01/30/2020 10:17:59 AM,01/30/2020 10:18:20 AM,,,,,,No,Yes,2 hours
11311470670,252912708,01/30/2020 10:17:09 AM,01/30/2020 10:17:30 AM,,,,,,No,Yes,3 hours
11311451739,252912708,01/30/2020 10:09:42 AM,01/30/2020 10:10:23 AM,,,,,,Yes,Yes,3 hours
11311440515,252912708,01/30/2020 10:06:00 AM,01/30/2020 10:06:18 AM,,,,,,No,Yes,3 hours
11311435546,252912708,01/30/2020 10:04:16 AM,01/30/2020 10:04:27 AM,,,,,,No,Yes,4 hours or more
11311431119,252912708,01/30/2020 10:02:45 AM,01/30/2020 10:02:55 AM,,,,,,Yes,Yes,3 hours
11311431060,252912708,01/30/2020 10:02:31 AM,01/30/2020 10:02:53 AM,,,,,,No,Yes,3 hours
11311419263,252912708,01/30/2020 09:58:20 AM,01/30/2020 09:58:34 AM,,,,,,No,Yes,2 hours
11311410991,252912708,01/30/2020 09:55:05 AM,01/30/2020 09:55:25 AM,,,,,,No,Yes,1 hour
11311395884,252912708,01/30/2020 09:49:31 AM,01/30/2020 09:49:42 AM,,,,,,No,Yes,2 hours
11311374334,252912708,01/30/2020 09:41:05 AM,01/30/2020 09:41:22 AM,,,,,,Yes,Yes,4 hours or more
11311352752,252912708,01/30/2020 09:32:43 AM,01/30/2020 09:33:07 AM,,,,,,No,Yes,4 hours or more
11311347500,252912708,01/30/2020 09:30:34 AM,01/30/2020 09:31:14 AM,,,,,,Yes,Yes,4 hours or more
11311345151,252912708,01/30/2020 09:30:08 AM,01/30/2020 09:30:21 AM,,,,,,No,Yes,4 hours or more
11311343992,252912708,01/30/2020 09:29:33 AM,01/30/2020 09:29:54 AM,,,,,,Yes,Yes,1 hour
11311343253,252912708,01/30/2020 09:29:10 AM,01/30/2020 09:29:37 AM,,,,,,No,Yes,3 hours
11311341216,252912708,01/30/2020 09:28:40 AM,01/30/2020 09:28:51 AM,,,,,,No,Yes,4 hours or more
11311338783,252912708,01/30/2020 09:27:45 AM,01/30/2020 09:27:58 AM,,,,,,No,Yes,2 hours
11311312599,252912708,01/30/2020 09:18:09 AM,01/30/2020 09:18:28 AM,,,,,,No,Yes,3 hours
11311266185,252912708,01/30/2020 09:01:12 AM,01/30/2020 09:01:36 AM,,,,,,No,Yes,1 hour
11311248760,252912708,01/30/2020 08:54:53 AM,01/30/2020 08:55:18 AM,,,,,,No,Yes,3 hours
11311241845,252912708,01/30/2020 08:52:34 AM,01/30/2020 08:52:47 AM,,,,,,No,Yes,2 hours
11311209084,252912708,01/30/2020 08:40:45 AM,01/30/2020 08:40:58 AM,,,,,,Yes,Yes,3 hours
11311204375,252912708,01/30/2020 08:38:52 AM,01/30/2020 08:39:14 AM,,,,,,Yes,Yes,1 hour
11311201891,252912708,01/30/2020 08:37:59 AM,01/30/2020 08:38:19 AM,,,,,,No,Yes,3 hours
11311186659,252912708,01/30/2020 08:32:36 AM,01/30/2020 08:32:50 AM,,,,,,No,Yes,4 hours or more
11311185657,252912708,01/30/2020 08:32:13 AM,01/30/2020 08:32:27 AM,,,,,,No,Yes,2 hours
11311154276,252912708,01/30/2020 08:21:15 AM,01/30/2020 08:21:29 AM,,,,,,No,Yes,3 hours
11311138824,252912708,01/30/2020 08:15:56 AM,01/30/2020 08:16:08 AM,,,,,,No,Yes,4 hours or more
11311131930,252912708,01/30/2020 08:13:33 AM,01/30/2020 08:13:45 AM,,,,,,Yes,Yes,4 hours or more
11311117516,252912708,01/30/2020 08:08:25 AM,01/30/2020 08:08:53 AM,,,,,,No,Yes,3 hours
11311115660,252912708,01/30/2020 08:07:44 AM,01/30/2020 08:08:17 AM,,,,,,Yes,Yes,3 hours
11311087270,252912708,01/30/2020 07:59:04 AM,01/30/2020 07:59:17 AM,,,,,,Yes,Yes,2 hours
11311085346,252912708,01/30/2020 07:58:21 AM,01/30/2020 07:58:38 AM,,,,,,No,Yes,3 hours
11311073407,252912708,01/30/2020 07:54:42 AM,01/30/2020 07:54:49 AM,,,,,,No,Yes,4 hours or more
11311058559,252912708,01/30/2020 07:49:14 AM,01/30/2020 07:49:57 AM,,,,,,No,Yes,1 hour
11311052905,252912708,01/30/2020 07:47:51 AM,01/30/2020 07:48:05 AM,,,,,,No,Yes,2 hours
11311051888,252912708,01/30/2020 07:47:21 AM,01/30/2020 07:47:45 AM,,,,,,No,Yes,4 hours or more
11311037866,252912708,01/30/2020 07:42:12 AM,01/30/2020 07:43:05 AM,,,,,,No,Yes,3 hours
11311034921,252912708,01/30/2020 07:41:51 AM,01/30/2020 07:42:08 AM,,,,,,No,Yes,4 hours or more
11311021466,252912708,01/30/2020 07:37:28 AM,01/30/2020 07:37:49 AM,,,,,,Yes,Yes,2 hours
11311019444,252912708,01/30/2020 07:36:48 AM,01/30/2020 07:37:09 AM,,,,,,No,Yes,3 hours
11311015787,252912708,01/30/2020 07:35:38 AM,01/30/2020 07:36:00 AM,,,,,,Yes,Yes,3 hours
11311013594,252912708,01/30/2020 07:35:05 AM,01/30/2020 07:35:20 AM,,,,,,No,Yes,2 hours
11310955362,252912708,01/30/2020 07:16:14 AM,01/30/2020 07:16:38 AM,,,,,,No,Yes,3 hours
11310787444,252912708,01/30/2020 06:20:10 AM,01/30/2020 06:20:25 AM,,,,,,No,Yes,4 hours or more
11310548408,252912708,01/30/2020 04:57:54 AM,01/30/2020 04:58:20 AM,,,,,,No,Yes,2 hours
11310447752,252912708,01/30/2020 04:21:21 AM,01/30/2020 04:21:34 AM,,,,,,No,Yes,3 hours
11310406747,252912708,01/30/2020 04:06:02 AM,01/30/2020 04:06:17 AM,,,,,,Yes,Yes,4 hours or more
11309874287,252912708,01/29/2020 11:04:40 PM,01/29/2020 11:04:52 PM,,,,,,No,Yes,4 hours or more
11309807823,252912708,01/29/2020 10:17:48 PM,01/29/2020 10:18:04 PM,,,,,,No,Yes,1 hour
11309802945,252912708,01/29/2020 10:13:55 PM,01/29/2020 10:14:25 PM,,,,,,Yes,Yes,1 hour
11309784473,252912708,01/29/2020 09:59:28 PM,01/29/2020 09:59:39 PM,,,,,,Yes,Yes,4 hours or more
11309699075,252912708,01/29/2020 08:40:48 PM,01/29/2020 08:40:55 PM,,,,,,No,Yes,4 hours or more
11309698540,252912708,01/29/2020 08:40:13 PM,01/29/2020 08:40:20 PM,,,,,,No,Yes,4 hours or more
11309692789,252912708,01/29/2020 08:33:55 PM,01/29/2020 08:34:36 PM,,,,,,No,Yes,1 hour
11309683369,252912708,01/29/2020 08:24:53 PM,01/29/2020 08:25:23 PM,,,,,,Yes,Yes,3 hours
11309657544,252912708,01/29/2020 07:59:44 PM,01/29/2020 07:59:59 PM,,,,,,No,Yes,4 hours or more
11309653370,252912708,01/29/2020 07:54:53 PM,01/29/2020 07:55:41 PM,,,,,,No,Yes,2 hours
11309650722,252912708,01/29/2020 07:52:38 PM,01/29/2020 07:53:07 PM,,,,,,No,Yes,3 hours
11309650599,252912708,01/29/2020 07:52:51 PM,01/29/2020 07:53:00 PM,,,,,,No,Yes,2 hours
11309648689,252912708,01/29/2020 07:49:00 PM,01/29/2020 07:51:07 PM,,,,,,No,Yes,4 hours or more
11309646818,252912708,01/29/2020 07:48:43 PM,01/29/2020 07:49:18 PM,,,,,,No,Yes,3 hours
11309641013,252912708,01/29/2020 07:43:06 PM,01/29/2020 07:43:35 PM,,,,,,No,Yes,4 hours or more
11309639360,252912708,01/29/2020 07:41:36 PM,01/29/2020 07:41:56 PM,,,,,,No,Yes,3 hours
11309638650,252912708,01/29/2020 07:40:58 PM,01/29/2020 07:41:17 PM,,,,,,Yes,Yes,3 hours
11309637012,252912708,01/29/2020 07:39:26 PM,01/29/2020 07:39:44 PM,,,,,,No,Yes,4 hours or more
11309628484,252912708,01/29/2020 07:31:01 PM,01/29/2020 07:31:16 PM,,,,,,No,Yes,2 hours
11309623622,252912708,01/29/2020 07:26:14 PM,01/29/2020 07:26:32 PM,,,,,,Yes,Yes,4 hours or more
11309615044,252912708,01/29/2020 07:17:49 PM,01/29/2020 07:18:10 PM,,,,,,No,Yes,3 hours
11309609976,252912708,01/29/2020 07:13:06 PM,01/29/2020 07:13:20 PM,,,,,,No,Yes,4 hours or more
11309605942,252912708,01/29/2020 07:09:23 PM,01/29/2020 07:09:32 PM,,,,,,Yes,Yes,4 hours or more
11309605857,252912708,01/29/2020 07:09:05 PM,01/29/2020 07:09:27 PM,,,,,,Yes,Yes,4 hours or more
11309604276,252912708,01/29/2020 07:07:47 PM,01/29/2020 07:07:59 PM,,,,,,Yes,Yes,3 hours
11309599903,252912708,01/29/2020 07:02:47 PM,01/29/2020 07:03:44 PM,,,,,,Yes,Yes,2 hours
11309599492,252912708,01/29/2020 07:03:01 PM,01/29/2020 07:03:22 PM,,,,,,No,Yes,2 hours
11309593057,252912708,01/29/2020 06:57:15 PM,01/29/2020 06:57:28 PM,,,,,,Yes,Yes,4 hours or more
11309592022,252912708,01/29/2020 06:56:11 PM,01/29/2020 06:56:29 PM,,,,,,No,Yes,4 hours or more
11309588629,252912708,01/29/2020 06:52:57 PM,01/29/2020 06:53:15 PM,,,,,,No,Yes,3 hours
11309578683,252912708,01/29/2020 06:43:36 PM,01/29/2020 06:44:02 PM,,,,,,No,Yes,2 hours
11309571559,252912708,01/29/2020 06:37:34 PM,01/29/2020 06:37:44 PM,,,,,,No,Yes,3 hours
11309567084,252912708,01/29/2020 06:33:18 PM,01/29/2020 06:33:46 PM,,,,,,No,Yes,3 hours
11309531996,252912708,01/29/2020 06:03:44 PM,01/29/2020 06:03:54 PM,,,,,,No,Yes,4 hours or more
11309521386,252912708,01/29/2020 05:54:48 PM,01/29/2020 05:55:10 PM,,,,,,Yes,Yes,2 hours
11309503342,252912708,01/29/2020 05:40:13 PM,01/29/2020 05:41:22 PM,,,,,,Yes,Yes,4 hours or more
11309499171,252912708,01/29/2020 05:37:58 PM,01/29/2020 05:38:24 PM,,,,,,No,Yes,3 hours
11309469048,252912708,01/29/2020 05:16:16 PM,01/29/2020 05:16:45 PM,,,,,,No,Yes,4 hours or more
11309466028,252912708,01/29/2020 05:14:17 PM,01/29/2020 05:14:29 PM,,,,,,No,Yes,3 hours
11309462781,252912708,01/29/2020 05:11:57 PM,01/29/2020 05:12:13 PM,,,,,,Yes,Yes,4 hours or more
11309441802,252912708,01/29/2020 04:57:24 PM,01/29/2020 04:57:36 PM,,,,,,No,Yes,2 hours
11309427086,252912708,01/29/2020 04:47:22 PM,01/29/2020 04:47:37 PM,,,,,,Yes,Yes,4 hours or more
11309417201,252912708,01/29/2020 04:40:45 PM,01/29/2020 04:41:00 PM,,,,,,Yes,Yes,4 hours or more
11309408832,252912708,01/29/2020 04:34:58 PM,01/29/2020 04:35:19 PM,,,,,,No,Yes,4 hours or more
11309377910,252912708,01/29/2020 04:13:30 PM,01/29/2020 04:13:59 PM,,,,,,Yes,Yes,2 hours
11309364761,252912708,01/29/2020 04:04:45 PM,01/29/2020 04:05:17 PM,,,,,,No,Yes,3 hours
11309361202,252912708,01/29/2020 04:02:48 PM,01/29/2020 04:02:58 PM,,,,,,Yes,Yes,3 hours
11309326332,252912708,01/29/2020 03:40:08 PM,01/29/2020 03:40:51 PM,,,,,,Yes,Yes,4 hours or more
11309233318,252912708,01/29/2020 02:47:44 PM,01/29/2020 02:47:57 PM,,,,,,No,Yes,4 hours or more
11309198221,252912708,01/29/2020 02:26:15 PM,01/29/2020 02:26:26 PM,,,,,,No,Yes,3 hours
11309181883,252912708,01/29/2020 02:16:46 PM,01/29/2020 02:17:04 PM,,,,,,No,Yes,4 hours or more
11309177760,252912708,01/29/2020 02:14:29 PM,01/29/2020 02:14:36 PM,,,,,,No,Yes,4 hours or more
11309164973,252912708,01/29/2020 02:06:52 PM,01/29/2020 02:07:13 PM,,,,,,No,Yes,4 hours or more
11309160779,252912708,01/29/2020 02:04:28 PM,01/29/2020 02:04:47 PM,,,,,,No,Yes,30 minutes or less
11309134383,252912708,01/29/2020 01:48:54 PM,01/29/2020 01:49:18 PM,,,,,,Yes,Yes,3 hours
11309121182,252912708,01/29/2020 01:41:24 PM,01/29/2020 01:41:41 PM,,,,,,No,Yes,4 hours or more
11309117496,252912708,01/29/2020 01:39:09 PM,01/29/2020 01:39:36 PM,,,,,,Yes,Yes,4 hours or more
11309107977,252912708,01/29/2020 01:33:55 PM,01/29/2020 01:34:13 PM,,,,,,No,Yes,4 hours or more
11309087911,252912708,01/29/2020 01:21:04 PM,01/29/2020 01:22:33 PM,,,,,,No,Yes,3 hours
11308987234,252912708,01/29/2020 12:15:22 PM,01/29/2020 12:15:36 PM,,,,,,No,Yes,1 hour
11308983927,252912708,01/29/2020 12:13:07 PM,01/29/2020 12:14:08 PM,,,,,,No,Yes,4 hours or more
11308961942,252912708,01/29/2020 12:04:30 PM,01/29/2020 12:04:41 PM,,,,,,Yes,Yes,4 hours or more
11308954110,252912708,01/29/2020 12:01:15 PM,01/29/2020 12:01:25 PM,,,,,,No,Yes,2 hours
11308952658,252912708,01/29/2020 12:00:37 PM,01/29/2020 12:00:47 PM,,,,,,No,Yes,4 hours or more
11308944363,252912708,01/29/2020 11:57:02 AM,01/29/2020 11:57:15 AM,,,,,,Yes,Yes,2 hours
11308930017,252912708,01/29/2020 11:51:21 AM,01/29/2020 11:51:32 AM,,,,,,No,Yes,3 hours
11308876235,252912708,01/29/2020 11:29:59 AM,01/29/2020 11:30:12 AM,,,,,,Yes,Yes,3 hours
11308872430,252912708,01/29/2020 11:28:34 AM,01/29/2020 11:28:41 AM,,,,,,Yes,Yes,4 hours or more
11308862264,252912708,01/29/2020 11:24:31 AM,01/29/2020 11:24:44 AM,,,,,,Yes,Yes,4 hours or more
11308861191,252912708,01/29/2020 11:24:08 AM,01/29/2020 11:24:18 AM,,,,,,Yes,Yes,4 hours or more
11308854473,252912708,01/29/2020 11:20:54 AM,01/29/2020 11:21:41 AM,,,,,,No,Yes,2 hours
11308849512,252912708,01/29/2020 11:19:32 AM,01/29/2020 11:19:46 AM,,,,,,No,Yes,4 hours or more
11308797999,252912708,01/29/2020 10:59:44 AM,01/29/2020 11:00:08 AM,,,,,,No,Yes,3 hours
11308746680,252912708,01/29/2020 10:40:34 AM,01/29/2020 10:40:47 AM,,,,,,No,Yes,4 hours or more
11308732218,252912708,01/29/2020 10:35:22 AM,01/29/2020 10:35:37 AM,,,,,,No,Yes,3 hours
11308669956,252912708,01/29/2020 10:13:45 AM,01/29/2020 10:14:01 AM,,,,,,No,Yes,4 hours or more
11308655821,252912708,01/29/2020 10:08:58 AM,01/29/2020 10:09:11 AM,,,,,,No,Yes,4 hours or more
11308634476,252912708,01/29/2020 10:01:45 AM,01/29/2020 10:02:00 AM,,,,,,No,Yes,3 hours
11308610773,252912708,01/29/2020 09:53:21 AM,01/29/2020 09:53:40 AM,,,,,,No,Yes,2 hours
11308605793,252912708,01/29/2020 09:49:56 AM,01/29/2020 09:51:54 AM,,,,,,No,Yes,2 hours
11308591811,252912708,01/29/2020 09:46:53 AM,01/29/2020 09:47:04 AM,,,,,,No,Yes,4 hours or more
11308589557,252912708,01/29/2020 09:46:00 AM,01/29/2020 09:46:18 AM,,,,,,No,Yes,2 hours
11308588307,252912708,01/29/2020 09:45:36 AM,01/29/2020 09:45:52 AM,,,,,,Yes,Yes,4 hours or more
11308578861,252912708,01/29/2020 09:42:13 AM,01/29/2020 09:42:30 AM,,,,,,No,Yes,4 hours or more
11308568568,252912708,01/29/2020 09:38:39 AM,01/29/2020 09:38:55 AM,,,,,,No,Yes,4 hours or more
11308538419,252912708,01/29/2020 09:28:18 AM,01/29/2020 09:28:32 AM,,,,,,No,Yes,3 hours
11308531197,252912708,01/29/2020 09:25:53 AM,01/29/2020 09:26:07 AM,,,,,,Yes,Yes,4 hours or more
11308517999,252912708,01/29/2020 09:21:15 AM,01/29/2020 09:21:34 AM,,,,,,No,Yes,4 hours or more
11308515708,252912708,01/29/2020 09:20:36 AM,01/29/2020 09:20:48 AM,,,,,,No,Yes,2 hours
11308502260,252912708,01/29/2020 09:16:04 AM,01/29/2020 09:16:25 AM,,,,,,Yes,Yes,4 hours or more
11308476438,252912708,01/29/2020 09:07:56 AM,01/29/2020 09:08:12 AM,,,,,,No,Yes,3 hours
11308465795,252912708,01/29/2020 09:04:40 AM,01/29/2020 09:04:47 AM,,,,,,No,Yes,2 hours
11308463481,252912708,01/29/2020 09:03:46 AM,01/29/2020 09:04:05 AM,,,,,,No,Yes,30 minutes or less
11308444924,252912708,01/29/2020 08:57:54 AM,01/29/2020 08:58:09 AM,,,,,,No,Yes,3 hours
11308393465,252912708,01/29/2020 08:39:48 AM,01/29/2020 08:40:02 AM,,,,,,No,Yes,3 hours
11308391107,252912708,01/29/2020 08:38:49 AM,01/29/2020 08:39:12 AM,,,,,,No,Yes,3 hours
11308365535,252912708,01/29/2020 08:30:18 AM,01/29/2020 08:30:30 AM,,,,,,Yes,Yes,3 hours
11308355875,252912708,01/29/2020 08:26:56 AM,01/29/2020 08:27:09 AM,,,,,,Yes,Yes,3 hours
11308355233,252912708,01/29/2020 08:26:32 AM,01/29/2020 08:26:56 AM,,,,,,No,Yes,1 hour
11308311989,252912708,01/29/2020 08:11:54 AM,01/29/2020 08:12:15 AM,,,,,,No,Yes,4 hours or more
11308274337,252912708,01/29/2020 07:59:47 AM,01/29/2020 08:00:21 AM,,,,,,Yes,Yes,3 hours
11308271778,252912708,01/29/2020 07:59:03 AM,01/29/2020 07:59:33 AM,,,,,,No,Yes,2 hours
11308270506,252912708,01/29/2020 07:58:42 AM,01/29/2020 07:59:10 AM,,,,,,No,Yes,4 hours or more
11308270317,252912708,01/29/2020 07:58:46 AM,01/29/2020 07:59:06 AM,,,,,,No,Yes,4 hours or more
11308230972,252912708,01/29/2020 07:45:52 AM,01/29/2020 07:46:07 AM,,,,,,No,Yes,4 hours or more
11308215521,252912708,01/29/2020 07:40:45 AM,01/29/2020 07:41:00 AM,,,,,,Yes,Yes,4 hours or more
11308186917,252912708,01/29/2020 07:30:23 AM,01/29/2020 07:31:42 AM,,,,,,No,Yes,4 hours or more
11308186755,252912708,01/29/2020 07:31:27 AM,01/29/2020 07:31:38 AM,,,,,,No,Yes,1 hour
11308179698,252912708,01/29/2020 07:28:48 AM,01/29/2020 07:29:16 AM,,,,,,No,Yes,4 hours or more
11308176145,252912708,01/29/2020 07:19:11 AM,01/29/2020 07:28:02 AM,,,,,,No,Yes,3 hours
11308175016,252912708,01/29/2020 07:27:25 AM,01/29/2020 07:27:39 AM,,,,,,No,Yes,30 minutes or less
11308141261,252912708,01/29/2020 07:15:56 AM,01/29/2020 07:16:07 AM,,,,,,No,Yes,3 hours
11308114893,252912708,01/29/2020 07:06:53 AM,01/29/2020 07:07:16 AM,,,,,,No,Yes,4 hours or more
11308107543,252912708,01/29/2020 07:04:37 AM,01/29/2020 07:04:50 AM,,,,,,Yes,Yes,3 hours
11308095744,252912708,01/29/2020 07:00:57 AM,01/29/2020 07:01:06 AM,,,,,,No,Yes,2 hours
11308089075,252912708,01/29/2020 06:58:40 AM,01/29/2020 06:59:00 AM,,,,,,No,Yes,4 hours or more
11308061159,252912708,01/29/2020 06:49:48 AM,01/29/2020 06:50:10 AM,,,,,,No,Yes,3 hours
11308051215,252912708,01/29/2020 06:46:49 AM,01/29/2020 06:47:02 AM,,,,,,Yes,Yes,2 hours
11308040999,252912708,01/29/2020 06:43:26 AM,01/29/2020 06:43:46 AM,,,,,,Yes,Yes,4 hours or more
11308016695,252912708,01/29/2020 06:35:39 AM,01/29/2020 06:35:50 AM,,,,,,No,Yes,4 hours or more
11307980302,252912708,01/29/2020 06:23:46 AM,01/29/2020 06:24:00 AM,,,,,,Yes,Yes,4 hours or more
11307955804,252912708,01/29/2020 06:15:46 AM,01/29/2020 06:16:06 AM,,,,,,No,Yes,2 hours
11307953527,252912708,01/29/2020 06:14:57 AM,01/29/2020 06:15:21 AM,,,,,,No,Yes,4 hours or more
11307934706,252912708,01/29/2020 06:08:59 AM,01/29/2020 06:09:10 AM,,,,,,Yes,Yes,4 hours or more
11307933378,252912708,01/29/2020 06:08:32 AM,01/29/2020 06:08:44 AM,,,,,,No,Yes,4 hours or more
11307933257,252912708,01/29/2020 06:07:56 AM,01/29/2020 06:08:42 AM,,,,,,No,Yes,4 hours or more
11307914394,252912708,01/29/2020 06:02:33 AM,01/29/2020 06:02:44 AM,,,,,,Yes,Yes,4 hours or more
11307910918,252912708,01/29/2020 06:01:18 AM,01/29/2020 06:01:37 AM,,,,,,No,Yes,4 hours or more
11307896885,252912708,01/29/2020 05:56:53 AM,01/29/2020 05:57:08 AM,,,,,,Yes,Yes,2 hours
11307889948,252912708,01/29/2020 05:54:38 AM,01/29/2020 05:54:53 AM,,,,,,No,Yes,4 hours or more
11307867969,252912708,01/29/2020 05:47:20 AM,01/29/2020 05:47:36 AM,,,,,,Yes,Yes,2 hours
11307827666,252912708,01/29/2020 05:34:00 AM,01/29/2020 05:34:11 AM,,,,,,Yes,Yes,4 hours or more
11307823772,252912708,01/29/2020 05:32:29 AM,01/29/2020 05:32:55 AM,,,,,,No,Yes,4 hours or more
11307820095,252912708,01/29/2020 05:31:21 AM,01/29/2020 05:31:41 AM,,,,,,No,Yes,2 hours
11307818030,252912708,01/29/2020 05:30:48 AM,01/29/2020 05:31:01 AM,,,,,,No,Yes,4 hours or more
11307813348,252912708,01/29/2020 05:29:13 AM,01/29/2020 05:29:27 AM,,,,,,Yes,Yes,3 hours
11307801145,252912708,01/29/2020 05:24:56 AM,01/29/2020 05:25:22 AM,,,,,,No,Yes,4 hours or more
11307791865,252912708,01/29/2020 05:22:02 AM,01/29/2020 05:22:13 AM,,,,,,No,Yes,4 hours or more
11307789914,252912708,01/29/2020 05:21:27 AM,01/29/2020 05:21:36 AM,,,,,,No,Yes,4 hours or more
11307787355,252912708,01/29/2020 05:20:28 AM,01/29/2020 05:20:43 AM,,,,,,No,Yes,4 hours or more
11307767383,252912708,01/29/2020 05:13:53 AM,01/29/2020 05:14:05 AM,,,,,,No,Yes,3 hours
11307696911,252912708,01/29/2020 04:50:28 AM,01/29/2020 04:50:45 AM,,,,,,No,Yes,2 hours
11307695746,252912708,01/29/2020 04:50:09 AM,01/29/2020 04:50:21 AM,,,,,,No,Yes,4 hours or more
11307668316,252912708,01/29/2020 04:40:40 AM,01/29/2020 04:40:57 AM,,,,,,No,Yes,4 hours or more
11307666697,252912708,01/29/2020 04:40:17 AM,01/29/2020 04:40:23 AM,,,,,,No,Yes,4 hours or more
11307665325,252912708,01/29/2020 04:39:39 AM,01/29/2020 04:39:55 AM,,,,,,No,Yes,4 hours or more
